num__person_age,num__person_income,num__person_emp_length,num__loan_amnt,num__loan_int_rate,num__loan_percent_income,num__cb_person_cred_hist_length,cat__person_home_ownership_MORTGAGE,cat__person_home_ownership_OTHER,cat__person_home_ownership_OWN,cat__person_home_ownership_RENT,cat__loan_intent_DEBTCONSOLIDATION,cat__loan_intent_EDUCATION,cat__loan_intent_HOMEIMPROVEMENT,cat__loan_intent_MEDICAL,cat__loan_intent_PERSONAL,cat__loan_intent_VENTURE,cat__loan_grade_A,cat__loan_grade_B,cat__loan_grade_C,cat__loan_grade_D,cat__loan_grade_E,cat__loan_grade_F,cat__loan_grade_G,cat__cb_person_default_on_file_N,cat__cb_person_default_on_file_Y
1.1833726259148725,0.36725499018595886,3.544582231426164,1.6332048331970241,-1.46405552876334,0.5688345072209455,1.044979815676459,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4360392524902753,-0.5754908982881847,-0.44117936327311197,-0.7328753597453288,-0.01398136351342879,-0.2771843261526233,-0.440016173296934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5979804403307901,0.012782536119680893,-0.19206926360440718,-0.7328753597453288,-0.01398136351342879,-0.9351989743320658,-0.440016173296934,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5356078745528133,0.36725499018595886,-0.9393995626105215,2.421898230844475,1.6185740450038868,1.1328470628033245,-0.19251684180136847,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9218628160118196,-0.3589610226234434,-1.1885096622792262,-0.6816102888982445,-0.13454932781510712,-0.559190603943813,-0.440016173296934,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.3453138137553873,0.5980391836844292,-0.19206926360440718,1.6332048331970241,1.7326248220460152,0.28682822942975594,1.53997847866759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.7599216281713049,-0.6886204049050819,-1.1885096622792262,-1.3638300778632897,-0.5581664996858673,-1.3112073447203187,-0.440016173296934,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9218628160118196,-0.3680868028238731,-0.44117936327311197,0.8445114355495732,-1.099093042228531,1.4148533405945143,-0.9350148362880649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0838040038523344,-0.7617020661795976,-0.44117936327311197,-0.12163797656855427,1.4947474870724335,1.602857525788641,-0.6875155047924995,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.4360392524902753,2.2904566026732116,1.0534812347391167,2.421898230844475,0.7192022031859645,-0.37118641874968655,-0.440016173296934,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.4360392524902753,-0.2738122139764588,-1.1885096622792262,-0.9497660440983778,-1.46405552876334,-0.9351989743320658,-0.6875155047924995,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3736666867122986,-0.5000712272102532,-1.1885096622792262,-0.859066303368921,0.5367209599185598,-0.6531926965408762,0.3024818211897625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2.155019752957961,-0.40579663836283886,-0.6902894629418167,1.0022501150790635,0.6377373624415875,1.790861710982767,2.0349771416587212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5979804403307901,-0.028622863302103493,0.8043711350704118,-0.9537095110866151,0.8006670439303415,-1.0292010669291292,-0.440016173296934,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3736666867122986,-0.7564981088752203,-0.19206926360440718,-0.7328753597453288,-1.2685399109768352,0.19282613683269265,0.054982489694197036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6975490623933281,0.5558041678807876,2.29903173308264,-0.890614039274819,2.2474826155504775,-1.2172052521232555,0.7974804841808936,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5979804403307901,0.8197730166535478,0.8043711350704118,-0.5751366802158386,-0.7960438346594484,-1.1232031595261922,-0.6875155047924995,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0214314380743577,-0.3115220495154245,0.05704083606429757,-1.2060913983337993,0.14568972434555028,-1.2172052521232555,-0.19251684180136847,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.8311373772769317,0.36725499018595886,3.544582231426164,-0.5751366802158386,1.2405771839499773,-0.9351989743320658,1.7874778101631554,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9218628160118196,-0.669765487135599,-0.9393995626105215,-0.7328753597453288,0.8984248528235936,-0.08918014095849695,-0.440016173296934,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3736666867122986,-0.5754908982881847,-1.1885096622792262,0.5290340764905929,0.8397701674876422,1.790861710982767,0.549981152685328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.11215687680924577,-0.4435064739018046,1.551701434076526,0.8445114355495732,-1.1479719466751572,1.6968596183857036,-0.19251684180136847,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2117254988717838,0.17870581249113016,-0.6902894629418167,-1.0483527188043091,-0.01398136351342879,-1.2172052521232555,-0.19251684180136847,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4360392524902753,0.6312238389587191,1.0534812347391167,-0.7644230956512268,-0.1247735469257815,-1.1232031595261922,-0.6875155047924995,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5979804403307901,0.2918353191080274,0.8043711350704118,-0.6816102888982445,-0.01398136351342879,-1.0292010669291292,-0.6875155047924995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.859490250233843,-0.5302390956414258,-0.9393995626105215,-0.2596593211568582,1.4817131125533334,0.380830322026819,0.3024818211897625,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.11215687680924577,0.4426746612638904,1.551701434076526,1.0022501150790635,-0.7015446193959708,0.09882404423562936,0.7974804841808936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3736666867122986,-0.2549572962069759,-0.9393995626105215,0.21355671743161242,-1.4379867797251393,0.380830322026819,0.7974804841808936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.04978431103126901,-0.4812163094407704,-0.9393995626105215,-0.10192064162736798,-0.3756852564184626,0.47483241462388226,0.549981152685328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9218628160118196,-0.43973549034790804,0.30615093573300234,-0.5751366802158386,-1.0925758549689808,-0.2771843261526233,-0.440016173296934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5979804403307901,0.6670481827207365,-1.1885096622792262,0.6236772842082869,-1.4379867797251393,-0.37118641874968655,-0.6875155047924995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9218628160118196,-0.3115220495154245,-0.19206926360440718,1.0022501150790635,-0.5158047824987916,1.4148533405945143,-0.440016173296934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4360392524902753,0.5935140034197534,-0.6902894629418167,-0.5120412084040425,-0.45715009716283966,-0.9351989743320658,-0.440016173296934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6975490623933281,-0.6886204049050819,-0.19206926360440718,-1.0483527188043091,0.8006670439303415,-0.6531926965408762,0.054982489694197036,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4360392524902753,-0.6659945035817025,-0.44117936327311197,0.24510445333751046,-1.8290180152981492,1.790861710982767,-0.9350148362880649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5356078745528133,0.12214105918268155,-0.44117936327311197,0.37129539696110264,-0.01398136351342879,-0.08918014095849695,0.549981152685328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.04978431103126901,0.21641564803009591,1.8008115337452308,0.5290340764905929,-0.01398136351342879,0.004821951638566333,0.7974804841808936,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5356078745528133,-0.6886204049050819,0.05704083606429757,-0.4173980006863484,0.31187799946407935,0.5688345072209455,0.549981152685328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.27409806464976055,-0.2738122139764588,0.5552610354017071,-0.4962673404510935,-0.09544620425780583,-0.37118641874968655,-0.9350148362880649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4360392524902753,-0.3115220495154245,0.05704083606429757,-0.890614039274819,-0.01398136351342879,-0.8411968817350026,-0.440016173296934,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5979804403307901,-0.6886204049050819,-0.9393995626105215,-1.0483527188043091,-0.21601416855948416,-0.6531926965408762,-0.9350148362880649,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3736666867122986,-0.5660634394034433,0.05704083606429757,0.7064900909612692,-0.6950274321364207,2.072867988773957,0.3024818211897625,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3736666867122986,-0.34923188505439023,-0.19206926360440718,-0.3385286609216033,-1.1544891339347072,-0.08918014095849695,0.054982489694197036,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2117254988717838,-0.6509105693661162,-0.9393995626105215,-1.1903175303808504,-1.343487564461662,-0.9351989743320658,-0.19251684180136847,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6975490623933281,-0.3115220495154245,2.7972519324200498,-0.2596593211568582,-1.1544891339347072,-0.08918014095849695,0.7974804841808936,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4360392524902753,0.1632636348379237,1.0534812347391167,-0.5751366802158386,-1.1479719466751572,-0.8411968817350026,-0.440016173296934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7599216281713049,0.5369492501113048,0.8043711350704118,-0.38585026478045037,1.2242842158011018,-0.8411968817350026,-0.440016173296934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.11215687680924577,-0.2738122139764588,0.8043711350704118,-1.2376391342396975,0.6344787688118124,-1.3112073447203187,0.549981152685328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7599216281713049,1.517404974124414,-0.19206926360440718,2.421898230844475,-0.25511729211678486,0.004821951638566333,-0.6875155047924995,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7599216281713049,-0.0475532007426643,0.5552610354017071,0.10708310874920653,0.6149272070331618,-0.08918014095849695,-0.9350148362880649,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9218628160118196,-0.12297287182059578,0.30615093573300234,0.2924260571963575,-1.027403982373479,0.19282613683269265,-0.9350148362880649,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.27409806464976055,0.14099597695216443,1.3025913344078213,-1.3322823419573915,0.5399795535483348,-1.405209437317382,-0.9350148362880649,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.11215687680924577,0.4426746612638904,0.30615093573300234,-0.6540060199805837,-0.25511729211678486,-1.0292010669291292,0.7974804841808936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7599216281713049,-0.7074753226745648,-1.1885096622792262,0.05581803790212222,2.2474826155504775,1.602857525788641,-0.6875155047924995,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5979804403307901,-0.7420175320282575,0.05704083606429757,-0.3385286609216033,-0.33984072649093694,1.0388449702062617,-0.9350148362880649,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0838040038523344,-1.0732607274025325,0.05704083606429757,-1.3638300778632897,0.034897540933197545,-0.6531926965408762,-0.9350148362880649,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3736666867122986,-0.3398044261696488,0.05704083606429757,-0.04671210379204641,-0.01398136351342879,0.19282613683269265,0.3024818211897625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7599216281713049,0.6311484192876412,-0.6902894629418167,-0.7644230956512268,0.1489483179753253,-1.1232031595261922,-0.9350148362880649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7599216281713049,1.0083221943483764,0.5552610354017071,-0.5751366802158386,0.6605475178500131,-1.1232031595261922,-0.6875155047924995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7599216281713049,-0.3115220495154245,-1.1885096622792262,-0.2596593211568582,1.0548373470527976,-0.08918014095849695,-0.440016173296934,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.27409806464976055,-0.6672954929077968,-1.1885096622792262,-1.0483527188043091,0.7583053267432652,-0.6531926965408762,-0.440016173296934,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.2117254988717838,0.348400072416476,2.29903173308264,-0.3385286609216033,0.1489483179753253,-0.7471947891379395,1.044979815676459,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4360392524902753,2.0453426716699346,-0.19206926360440718,0.05581803790212222,1.3090076501752543,-1.0292010669291292,-0.440016173296934,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9218628160118196,-0.6967280195459595,0.30615093573300234,-0.2596593211568582,1.103716251499424,0.9448428776091985,-0.440016173296934,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5356078745528133,-0.7829704134235742,-1.1885096622792262,-0.7328753597453288,0.6377373624415875,0.28682822942975594,0.549981152685328,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5979804403307901,0.5369492501113048,-0.44117936327311197,1.3177274741380438,-0.8286297709571991,0.19282613683269265,-0.440016173296934,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9218628160118196,-0.3303769672849074,-0.44117936327311197,-0.007277433909673866,-0.01398136351342879,0.28682822942975594,-0.9350148362880649,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.9218628160118196,-0.4623613916712875,-0.9393995626105215,0.05581803790212222,0.45199752554440775,0.6628365998180086,-0.440016173296934,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4360392524902753,-0.6174996550785925,-0.44117936327311197,-0.9537095110866151,1.625091232263437,-0.559190603943813,-0.9350148362880649,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9218628160118196,0.46152957903337327,0.30615093573300234,-0.2596593211568582,-1.3402289708318869,-0.7471947891379395,-0.440016173296934,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
